-10,3.07209e-06
-9.69138,7.75388e-06
-9.38277,1.95703e-05
-9.07415,4.93926e-05
-8.76554,0.000124648
-8.45692,0.000314493
-8.14831,0.00079302
-7.8397,0.00199674
-7.5311,0.00500906
-7.22258,0.0124493
-6.9145,0.030227
-6.6085,0.0693883
-6.3087,0.141858
-6.01736,0.243492
-5.7267,0.347109
-5.42795,0.423816
-5.12242,0.466469
-4.81447,0.486128
-4.50598,0.494408
-4.19738,0.497769
-3.88877,0.499114
-3.58015,0.499649
-3.27154,0.499861
-2.96292,0.499931
-2.65431,0.499826
-2.34569,0.499561
-2.03708,0.498894
-1.72847,0.497217
-1.41988,0.493035
-1.11145,0.482794
-0.803815,0.458848
-0.499459,0.408666
-0.202902,0.323823
0.086851,0.217614
0.379913,0.121184
0.681653,0.0572814
0.988438,0.0245089
1.29669,0.0100171
1.60524,0.00401809
1.91385,0.00159976
2.22246,0.000635049
2.53108,0.000251797
2.83969,9.97915e-05
3.14831,3.95418e-05
3.45692,1.56671e-05
3.76554,6.20735e-06
4.07415,2.45935e-06
4.38277,9.74386e-07
4.69138,3.86049e-07
5,1.52951e-07
-10,0.00552082
-9.69139,0.00552549
-9.38278,0.00553728
-9.07417,0.00556705
-8.76556,0.00564217
-8.45695,0.00583166
-8.14834,0.00630931
-7.83973,0.00751082
-7.53113,0.0105176
-7.22262,0.0179441
-6.91455,0.0356891
-6.60854,0.0747785
-6.30873,0.147115
-6.01736,0.248562
-5.72667,0.351988
-5.42792,0.428554
-5.12239,0.471129
-4.81444,0.490751
-4.50595,0.499017
-4.19735,0.502372
-3.88875,0.503714
-3.58014,0.504247
-3.27153,0.504459
-2.96292,0.504529
-2.65431,0.504424
-2.34569,0.50416
-2.03708,0.503494
-1.72848,0.50182
-1.4199,0.497646
-1.11147,0.487424
-0.803838,0.463522
-0.499479,0.413432
-0.202904,0.328745
0.0868789,0.222731
0.379965,0.126479
0.681713,0.0626938
0.988496,0.0299815
1.29675,0.0155164
1.6053,0.00952844
1.9139,0.00711457
2.2225,0.00615163
2.53111,0.00576908
2.83973,0.00561736
3.14834,0.00555722
3.45695,0.00553339
3.76556,0.00552395
4.07417,0.0055202
4.38278,0.00551872
4.69139,0.00551813
5,0.0055179
-10,0.0130711
-9.6914,0.0130757
-9.38279,0.0130875
-9.07419,0.0131172
-8.76558,0.0131921
-8.45698,0.0133812
-8.14837,0.0138576
-7.83977,0.0150561
-7.53118,0.0180553
-7.22267,0.0254631
-6.91461,0.0431633
-6.6086,0.0821541
-6.30878,0.154308
-6.01737,0.255499
-5.72664,0.358665
-5.42787,0.435037
-5.12234,0.477505
-4.81439,0.497078
-4.50591,0.505323
-4.19732,0.508669
-3.88872,0.510008
-3.58012,0.51054
-3.27151,0.510751
-2.96291,0.510821
-2.6543,0.510717
-2.3457,0.510453
-2.03709,0.509788
-1.72849,0.508119
-1.41992,0.503955
-1.1115,0.493759
-0.803869,0.469917
-0.499506,0.419954
-0.202907,0.33548
0.0869172,0.229734
0.380036,0.133724
0.681795,0.0700999
0.988577,0.0374701
1.29682,0.0230415
1.60536,0.0170686
1.91396,0.0146608
2.22256,0.0137003
2.53117,0.0133187
2.83977,0.0131674
3.14837,0.0131074
3.45698,0.0130836
3.76558,0.0130742
4.07419,0.0130705
4.38279,0.013069
4.6914,0.0130684
5,0.0130682
-10,0.0233943
-9.6914,0.0233989
-9.38281,0.0234107
-9.07421,0.0234403
-8.76562,0.0235149
-8.45702,0.0237033
-8.14843,0.0241781
-7.83983,0.0253724
-7.53125,0.0283613
-7.22275,0.0357435
-6.91469,0.0533826
-6.60868,0.0922386
-6.30884,0.164143
-6.01738,0.264985
-5.7266,0.367794
-5.4278,0.443902
-5.12227,0.486223
-4.81433,0.505729
-4.50585,0.513945
-4.19727,0.517279
-3.88868,0.518613
-3.58009,0.519144
-3.27149,0.519354
-2.96289,0.519424
-2.6543,0.51932
-2.3457,0.519057
-2.03711,0.518395
-1.72852,0.516731
-1.41995,0.512582
-1.11153,0.502421
-0.803912,0.478661
-0.499543,0.428871
-0.202911,0.344689
0.0869694,0.239308
0.380133,0.143631
0.681907,0.080226
0.988687,0.047709
1.29692,0.0333303
1.60546,0.027378
1.91404,0.0249785
2.22264,0.0240213
2.53123,0.0236411
2.83983,0.0234903
3.14843,0.0234305
3.45702,0.0234068
3.76562,0.0233974
4.07421,0.0233937
4.38281,0.0233922
4.6914,0.0233916
5,0.0233914
-10,0.0374933
-9.69142,0.037498
-9.38283,0.0375096
-9.07425,0.0375391
-8.76566,0.0376134
-8.45708,0.0378009
-8.1485,0.0382734
-7.83991,0.0394621
-7.53135,0.0424368
-7.22286,0.049784
-6.91481,0.0673395
-6.6088,0.106012
-6.30892,0.177576
-6.0174,0.277939
-5.72654,0.380261
-5.42771,0.45601
-5.12217,0.49813
-4.81424,0.517543
-4.50577,0.52572
-4.19721,0.529039
-3.88863,0.530367
-3.58004,0.530895
-3.27146,0.531104
-2.96288,0.531174
-2.65429,0.53107
-2.34571,0.530808
-2.03712,0.530149
-1.72855,0.528493
-1.41999,0.524364
-1.11159,0.514251
-0.803971,0.490604
-0.499594,0.44105
-0.202917,0.357266
0.0870408,0.252385
0.380266,0.15716
0.682061,0.0940558
0.988837,0.0616929
1.29706,0.0473822
1.60559,0.0414582
1.91416,0.0390701
2.22274,0.0381174
2.53133,0.0377389
2.83991,0.0375888
3.1485,0.0375293
3.45708,0.0375058
3.76566,0.0374964
4.07425,0.0374927
4.38283,0.0374913
4.69142,0.0374907
5,0.0374904
-10,0.0567204
-9.69143,0.056725
-9.38286,0.0567366
-9.0743,0.0567658
-8.76573,0.0568397
-8.45716,0.0570259
-8.14859,0.0574954
-7.84003,0.0586764
-7.53147,0.0616317
-7.223,0.0689313
-6.91496,0.0863729
-6.60895,0.124794
-6.30904,0.195893
-6.01742,0.295606
-5.72646,0.397264
-5.42758,0.47252
-5.12204,0.514368
-4.81412,0.533655
-4.50567,0.541778
-4.19712,0.545076
-3.88856,0.546395
-3.57999,0.54692
-3.27142,0.547128
-2.96285,0.547197
-2.65428,0.547094
-2.34572,0.546834
-2.03715,0.546179
-1.72859,0.544534
-1.42005,0.540431
-1.11166,0.530384
-0.804051,0.50689
-0.499663,0.457657
-0.202924,0.374418
0.0871382,0.270217
0.380447,0.175611
0.68227,0.112916
0.989042,0.0807629
1.29726,0.0665451
1.60576,0.0606595
1.91432,0.0582869
2.22289,0.0573404
2.53146,0.0569644
2.84002,0.0568153
3.14859,0.0567562
3.45716,0.0567327
3.76573,0.0567235
4.0743,0.0567198
4.38286,0.0567183
4.69143,0.0567177
5,0.0567175
-10,0.082887
-9.69145,0.0828915
-9.38291,0.082903
-9.07436,0.082932
-8.76581,0.0830052
-8.45727,0.0831898
-8.14872,0.0836551
-7.84018,0.0848256
-7.53165,0.0877547
-7.22319,0.0949893
-6.91518,0.112276
-6.60916,0.150355
-6.30919,0.220823
-6.01744,0.319649
-5.72635,0.420403
-5.42741,0.49499
-5.12186,0.536466
-4.81396,0.555581
-4.50553,0.563633
-4.197,0.566901
-3.88846,0.568208
-3.57991,0.568728
-3.27137,0.568935
-2.96282,0.569003
-2.65427,0.568901
-2.34573,0.568643
-2.03718,0.567994
-1.72864,0.566364
-1.42012,0.562297
-1.11175,0.55234
-0.80416,0.529055
-0.499756,0.48026
-0.202934,0.39776
0.0872707,0.294486
0.380693,0.20072
0.682555,0.138583
0.989321,0.106716
1.29752,0.0926244
1.606,0.0867911
1.91454,0.0844396
2.22308,0.0835015
2.53163,0.0831288
2.84018,0.082981
3.14872,0.0829225
3.45727,0.0828992
3.76581,0.08289
4.07436,0.0828864
4.38291,0.082885
4.69145,0.0828844
5,0.0828842
-10,0.118399
-9.69148,0.118403
-9.38297,0.118415
-9.07445,0.118443
-8.76593,0.118516
-8.45742,0.118698
-8.1489,0.119158
-7.84038,0.120314
-7.53188,0.123207
-7.22346,0.130354
-6.91546,0.14743
-6.60945,0.185046
-6.3094,0.254656
-6.01748,0.352278
-5.72621,0.451806
-5.42717,0.525486
-5.12162,0.566456
-4.81374,0.585339
-4.50534,0.593292
-4.19684,0.596521
-3.88833,0.597812
-3.57981,0.598326
-3.27129,0.598529
-2.96278,0.598597
-2.65426,0.598496
-2.34574,0.598242
-2.03723,0.597601
-1.72871,0.59599
-1.42023,0.591973
-1.11188,0.582137
-0.804309,0.559135
-0.499884,0.510934
-0.202948,0.429439
0.0874505,0.327422
0.381028,0.234798
0.682941,0.173417
0.989699,0.141938
1.29787,0.128018
1.60633,0.122255
1.91483,0.119933
2.22335,0.119006
2.53187,0.118638
2.84038,0.118492
3.1489,0.118434
